"name","type","city","state",stars,review_count
"Eliana's Restaurant","business","Phoenix","AZ",4.0,50
"Arizona Orthopaedic Associates","business","Phoenix","AZ",3.5,3
"Pep Boys","business","Phoenix","AZ",3.5,28
"Sonic Drive-In","business","Phoenix","AZ",3.5,20
"ABC15 KNXV-TV Phoenix","business","Phoenix","AZ",4.5,9
"Burger King","business","Phoenix","AZ",3.5,4
"Arcadia Cove Apartments","business","Phoenix","AZ",2.5,7
"Embassy Suites Hotel","business","Phoenix","AZ",2.5,5
"Indian Delhi Palace","business","Phoenix","AZ",3.5,128
"Days Inn Airport - Phoenix","business","Phoenix","AZ",1.5,14
"Jack-In-the Box Drive Thru","business","Phoenix","AZ",3.5,3
"McFarland's Carpet Service","business","Phoenix","AZ",4.5,6
"Saguaro Branch Library","business","Phoenix","AZ",4.5,4
"Legacy Air","business","Phoenix","AZ",3.5,4
"Hampton Inn Airport N","business","Phoenix","AZ",3.5,11
"Breakroom Bar & Grill","business","Phoenix","AZ",3.0,20
"Red Devil","business","Phoenix","AZ",4.0,90
"Riverwalk Apartments","business","Phoenix","AZ",4.0,4
"Celebrity Theatre","business","Phoenix","AZ",3.5,65
"Maricopa Medical Center","business","Phoenix","AZ",3.5,7
"Pete's Fish & Chips","business","Phoenix","AZ",3.0,5
"Sun Cellular","business","Phoenix","AZ",4.5,36
"Gateway Cafe","business","Phoenix","AZ",3.0,5
"Courtney Village Apartments","business","Phoenix","AZ",1.5,11
"Motel 6","business","Phoenix","AZ",2.0,4
"Faith Christian Center","business","Phoenix","AZ",5.0,6
"Honey Bear's BBQ","business","Phoenix","AZ",3.0,138
"Jack's Automotive","business","Phoenix","AZ",4.5,7
"Phoenix Zoo","business","Phoenix","AZ",4.0,254
"Palazzo Townhomes","business","Phoenix","AZ",2.5,8
"Phoenix Airport Marriott","business","Phoenix","AZ",3.0,36
"Residence Inn Phoenix Airport","business","Phoenix","AZ",3.0,14
"Del Taco","business","Phoenix","AZ",3.0,11
"Wanderin","business","Phoenix","AZ",2.5,4
"Terry's Tire and Auto Service","business","Phoenix","AZ",4.5,7
"Papago Crossings","business","Phoenix","AZ",1.5,3
"Los Jarritos Restaurant","business","Phoenix","AZ",3.5,12
"Cork & Bottle","business","Phoenix","AZ",2.5,3
"Food City","business","Phoenix","AZ",4.0,5
"Hall of Flame Fire Museum","business","Phoenix","AZ",4.5,27
"Red Mountain Villas","business","Phoenix","AZ",2.5,18
"Umom New Day Center","business","Phoenix","AZ",5.0,3
"Dean's Auto Repair","business","Phoenix","AZ",4.5,8
"Phoenix House Of Pizza And Subs","business","Phoenix","AZ",3.5,12
"World Class Car Wash","business","Phoenix","AZ",4.0,9
"So-Cal Speed Shop","business","Phoenix","AZ",4.5,5
"Papago Golf Course","business","Phoenix","AZ",4.0,18
"COFCO Chinese Culture Center","business","Phoenix","AZ",4.0,40
"Mexican Arts-Imports","business","Phoenix","AZ",5.0,3
"Lao Ching Hing","business","Phoenix","AZ",3.0,48
"Baja Red's Cantina","business","Phoenix","AZ",4.0,5
"Gateway Surgery Center","business","Phoenix","AZ",4.5,3
"Maricopa Integrated Health System","business","Phoenix","AZ",4.5,3
"Walgreens","business","Phoenix","AZ",2.5,6
"Enterprise Rent-A-Car","business","Phoenix","AZ",4.0,6
"M B Motors","business","Phoenix","AZ",5.0,21
"El Nopalito","business","Phoenix","AZ",4.0,39
"Arizona Federal Credit Union","business","Chandler","AZ",1.0,3
"Szechwan Palace","business","Phoenix","AZ",3.5,131
"Rodeway Inn Airport","business","Phoenix","AZ",1.5,3
"Canton Wong","business","Phoenix","AZ",2.5,11
"Costco","business","Phoenix","AZ",4.0,67
"Phoenix East Clinic","business","Phoenix","AZ",2.5,10
"Arcadia Montessori","business","Phoenix","AZ",5.0,3
"Dirty Drummer","business","Phoenix","AZ",3.5,24
"Souper Salad","business","Phoenix","AZ",3.5,28
"Blimpie America's Sub Shop","business","Phoenix","AZ",4.0,7
"Arcadia News","business","Phoenix","AZ",3.0,3
"Pozoleria Guerrero","business","Phoenix","AZ",4.5,4
"Applebee's","business","Phoenix","AZ",2.5,42
"Taco Bell","business","Phoenix","AZ",3.0,6
"Macayo's Mexican Kitchen","business","Phoenix","AZ",3.0,116
"Cowtown Skateboards","business","Phoenix","AZ",4.5,3
"Cactus Flower Florists","business","Phoenix","AZ",3.5,17
"Landmark","business","Scottsdale","AZ",4.5,5
"Hilton Suites-Phoenix Plaza","business","Phoenix","AZ",4.0,48
"Joseph H Davis DDS","business","Phoenix","AZ",4.0,4
"Cranberry Hills Eatery & Catering","business","Phoenix","AZ",3.5,10
"AJ's Purveyor of Fine Foods","business","Phoenix","AZ",4.0,74
"Streets of New York","business","Phoenix","AZ",3.5,49
"Music Brokers","business","Phoenix","AZ",4.5,7
"SuperPawn","business","Phoenix","AZ",3.0,6
"Del Taco","business","Phoenix","AZ",3.5,19
"Pane Bianco","business","Phoenix","AZ",4.5,373
"Bitter Creek Cafe","business","Phoenix","AZ",4.0,12
"Duck & Decanter","business","Phoenix","AZ",3.5,19
"Les Gourmettes Cooking School","business","Phoenix","AZ",3.5,3
"George & Dragon Restaurant","business","Phoenix","AZ",3.5,227
"FedEx Office Print & Ship Center","business","Phoenix","AZ",3.5,18
"Salon Estique","business","Phoenix","AZ",4.5,22
"Don's Cigars","business","Phoenix","AZ",3.5,12
"Bank of America","business","Phoenix","AZ",3.5,3
"Bikram's Yoga College of India Central Phoenix","business","Phoenix","AZ",4.0,55
"The UPS Store","business","Phoenix","AZ",2.0,12
"Slippery Pig Bicycles","business","Phoenix","AZ",4.0,53
"Creative Car Stereo & Accesorries","business","Phoenix","AZ",5.0,5
"The Good Egg - Uptown","business","Phoenix","AZ",3.5,67
"Simon & Sons Auto Repair","business","Phoenix","AZ",4.0,5
"Walgreens","business","Phoenix","AZ",3.5,28
"Brophy College Preparatory","business","Phoenix","AZ",5.0,3
"Aaron Brothers","business","Phoenix","AZ",3.0,4
"Jack-In-the-Box","business","Phoenix","AZ",3.5,4
"Ide Mania","business","Phoenix","AZ",4.5,37
"John M Bracken DDS","business","Phoenix","AZ",5.0,8
"Vitality Health & Fitness","business","Phoenix","AZ",5.0,11
"Central Phoenix Women's Health Care Ltd MD","business","Phoenix","AZ",3.5,11
"Wendy's","business","Phoenix","AZ",1.5,15
"Phoenix VA Health Care System","business","Phoenix","AZ",3.0,21
"Boston Market","business","Phoenix","AZ",4.0,18
"Fusilli's","business","Phoenix","AZ",2.5,10
"See's Candy Shops","business","Phoenix","AZ",4.5,3
"See's Candies","business","Phoenix","AZ",4.5,12
"AutoZone","business","Phoenix","AZ",3.5,14
"Stuff Antiques","business","Phoenix","AZ",3.0,4
"Applebee's","business","Phoenix","AZ",3.0,39
"Castle Megastore","business","Phoenix","AZ",2.5,12
"Cheese 'n Stuff","business","Phoenix","AZ",4.5,67
"China Chili","business","Phoenix","AZ",4.0,224
"Community Florist","business","Phoenix","AZ",4.5,11
"Jamba Juice","business","Phoenix","AZ",4.5,16
"Ziggie's Music","business","Phoenix","AZ",4.0,6
"Travel Thru Time","business","Phoenix","AZ",4.0,4
"Movies On Central Inc","business","Phoenix","AZ",4.5,9
"Phoenix Institute of Herbal Medicine & Acupuncture","business","Phoenix","AZ",5.0,3
"Tracks In Wax","business","Phoenix","AZ",4.0,13
"HB Hanratty's","business","Phoenix","AZ",4.0,41
"Lovato's Hair Styling Salon","business","Phoenix","AZ",4.5,3
"Sweet Tomatoes","business","Phoenix","AZ",3.5,58
"KTAR Newstalk 92.3 FM","business","Phoenix","AZ",3.5,9
"Central Music","business","Phoenix","AZ",4.5,12
"Yoshi's Restaurant","business","Phoenix","AZ",2.5,23
"Central Barber Shop","business","Phoenix","AZ",4.0,25
"Dairy Queen","business","Phoenix","AZ",3.5,15
"All About Books & Comics","business","Phoenix","AZ",4.5,46
"Weldon Dental Care","business","Phoenix","AZ",2.5,5
"McDonald Floral & Gifts","business","Phoenix","AZ",3.0,8
"Cigar Warehouse","business","Phoenix","AZ",4.5,5
"Xavier College Preparatory","business","Phoenix","AZ",5.0,3
"Qdoba Mexican Grill","business","Phoenix","AZ",3.5,25
"Katz Delicatessen & Sandwich Shop","business","Phoenix","AZ",3.0,5
"Democratic Party of Arizona","business","Phoenix","AZ",4.0,4
"Hinkley's Lighting","business","Phoenix","AZ",3.0,7
"East Maryland Animal Hospital","business","Phoenix","AZ",4.5,33
"Society Cleaners","business","Phoenix","AZ",3.5,4
"SunUp Brewing Co","business","Phoenix","AZ",3.5,209
"St Francis Xavier Catholic Church","business","Phoenix","AZ",4.5,6
"Unique On Central","business","Phoenix","AZ",3.5,4
"Hilton Garden Inn-Phoenix Midtown","business","Phoenix","AZ",3.0,21
"Le Peep Restaurant On Central","business","Phoenix","AZ",4.0,4
"Phoenix Skin Dermatology","business","Phoenix","AZ",4.0,16
"Chevron Food Mart","business","Phoenix","AZ",4.0,6
"Starbucks Coffee","business","Phoenix","AZ",4.0,25
"North Phoenix Baptist Church","business","Phoenix","AZ",4.5,5
"Empirian At Steele Park","business","Phoenix","AZ",2.5,3
"Domino's Pizza","business","Phoenix","AZ",3.0,4
"M Catering by Michael's","business","Phoenix","AZ",4.0,5
"Elle Nails","business","Phoenix","AZ",4.5,17
"Cruisin' 7th","business","Phoenix","AZ",2.5,13
"Econolight","business","Phoenix","AZ",5.0,3
"Hi-Liter Gentleman's Club","business","Phoenix","AZ",4.0,30
"Chute Inc","business","Phoenix","AZ",4.0,4
"Samuel Kelsall IV Law Offices","business","Phoenix","AZ",4.5,3
"Write Ons Etc","business","Phoenix","AZ",4.0,9
"Juan's Authentic Mexican Food","business","Phoenix","AZ",4.0,88
"Oregano's Pizza Bistro","business","Phoenix","AZ",4.0,262
"Fashion Cleaners","business","Phoenix","AZ",4.0,5
"Jack in the Box","business","Phoenix","AZ",3.0,4
"Ace Hardware","business","Phoenix","AZ",3.5,17
"Friendship Community Mental Health Center","business","Phoenix","AZ",5.0,3
"Ultimate Gymnastics","business","Phoenix","AZ",3.0,3
"Manhattan Pizzeria and Subshop","business","Phoenix","AZ",3.5,15
"Mediterranean House","business","Phoenix","AZ",4.0,8
"Cherryblossom Noodle Cafe","business","Phoenix","AZ",4.0,494
"Hanger Prosthetics & Orthotics","business","Phoenix","AZ",2.0,5
"Foto Forum Camera & Video","business","Phoenix","AZ",3.5,15
"Phoenix Country Club","business","Phoenix","AZ",4.0,8
"Taco Bell","business","Phoenix","AZ",2.5,10
"The Stockroom","business","Phoenix","AZ",4.5,5
"Just Brakes","business","Phoenix","AZ",3.0,9
"Party People","business","Phoenix","AZ",4.5,8
"Keith Scott W & Associates","business","Phoenix","AZ",5.0,5
"Coulter Cadillac Buick GMC","business","Phoenix","AZ",3.5,25
"Andy's Collision Center","business","Phoenix","AZ",4.0,6
"Christos Ristorante","business","Phoenix","AZ",4.0,64
"Camelback Toyota Collision Center","business","Phoenix","AZ",2.5,7
"Lebowitz Dental Associates","business","Phoenix","AZ",5.0,4
"Impact Printing Services","business","Phoenix","AZ",5.0,11
"Vignettes","business","Phoenix","AZ",4.5,5
"Karsh's Bakery","business","Phoenix","AZ",3.5,52
"Pomeroy's","business","Phoenix","AZ",3.5,31
"Midas Auto Service","business","Phoenix","AZ",4.0,4
"Palm Shadows","business","Phoenix","AZ",1.5,4
"Arizona Lawn King","business","Phoenix","AZ",2.0,3
"Tony's Cleaners & Tailors","business","Phoenix","AZ",3.5,4
"Camelback Garage","business","Phoenix","AZ",3.5,3
"Great Dane's Restaurant","business","Phoenix","AZ",4.0,23
"Schreiner's Fine Sausage","business","Phoenix","AZ",5.0,45
"Rhythm Room","business","Phoenix","AZ",4.0,97
"Jiffy Lube","business","Phoenix","AZ",3.0,10
"Desert Song Healing Arts Center","business","Phoenix","AZ",5.0,31
"Central Phoenix Eye Care","business","Phoenix","AZ",4.5,59
"Samurai Comics","business","Phoenix","AZ",4.5,35
"Plazma","business","Phoenix","AZ",4.0,11
"Walgreens","business","Phoenix","AZ",2.5,6
"Baby Bloomers","business","Phoenix","AZ",4.0,9
"Arizona Opera","business","Phoenix","AZ",4.0,11
"Tucker Tire & Auto","business","Phoenix","AZ",5.0,7
"Coventry Motors","business","Phoenix","AZ",4.5,5
"Rolberto's","business","Phoenix","AZ",3.5,13
"Veez Backstreet Hair","business","Phoenix","AZ",4.5,3
"Jack-In-the-Box","business","Phoenix","AZ",4.5,3
"Baskin-Robbins","business","Phoenix","AZ",3.5,3
"Jordan's Mexican Food","business","Phoenix","AZ",3.0,34
"Precision Imports","business","Phoenix","AZ",5.0,27
"Volvo Am I","business","Phoenix","AZ",4.0,9
"Fountains In the Green","business","Phoenix","AZ",4.5,3
"Family Arts Needlework Shop","business","Phoenix","AZ",4.0,4
"Crown China Super Buffet","business","Phoenix","AZ",2.5,18
"American Equipment Rentals & Sales","business","Phoenix","AZ",3.5,3
"Mad Hatter Mufflers & Brakes","business","Phoenix","AZ",5.0,6
"Raw Salon","business","Phoenix","AZ",5.0,19
"Heldt Lumber Company","business","Phoenix","AZ",4.0,5
"Tokyo Express","business","Phoenix","AZ",3.0,20
"Inman & Sons Auto & Truck Center","business","Phoenix","AZ",4.5,9
"Scott's Generations Restaurant & Delicatessen","business","Phoenix","AZ",3.5,138
"Maryland Deli & Liquor Llc","business","Phoenix","AZ",2.5,3
"Friends","business","Phoenix","AZ",4.5,10
"Pizza Heaven Bistro","business","Phoenix","AZ",4.0,135
"Apollo's Lounge","business","Phoenix","AZ",3.5,30
"Raimondo's","business","Phoenix","AZ",3.5,16
"Garden of England Flowers","business","Phoenix","AZ",4.5,4
"O'Reilly Auto Parts","business","Phoenix","AZ",5.0,5
"Rack Shack BBQ","business","Phoenix","AZ",3.0,5
"Sun Cyclery Schwinn","business","Phoenix","AZ",4.5,34
"Sas Fabrics","business","Phoenix","AZ",4.0,34
"Extra Space Storage","business","Phoenix","AZ",2.5,4
"Denny's","business","Phoenix","AZ",3.0,36
"Roscoes On Seventh","business","Phoenix","AZ",3.5,35
"Pancho's Mexican Buffet","business","Phoenix","AZ",2.5,28
"Segal's One Stop Kosher Foods","business","Phoenix","AZ",3.5,6
"Northlight Counseling Associates","business","Phoenix","AZ",2.0,4
"North Mountain Dentistry","business","Phoenix","AZ",4.5,6
"Desert Schools Federal Credit Union","business","Phoenix","AZ",2.5,10
"Buffalo Exchange","business","Phoenix","AZ",3.0,69
"Imperial Garden Chinese Buffett","business","Phoenix","AZ",3.0,3
"SCP Chiropractic","business","Phoenix","AZ",5.0,4
"Phoenix Flower Shops","business","Phoenix","AZ",4.0,8
"Speedy Glass","business","Phoenix","AZ",4.0,3
"King Solomon's Pizza","business","Phoenix","AZ",4.5,17
"Domino's Pizza","business","Phoenix","AZ",2.5,5
"Oreck Authorized Sales & Service","business","Phoenix","AZ",3.5,5
"Coup Des Tartes","business","Phoenix","AZ",4.0,205
"Floral Designs by Jeremiah","business","Phoenix","AZ",5.0,3
"Hot Yoga Workout & Pilates Studio","business","Phoenix","AZ",4.0,10
"Ajo Al's Mexican Cafe","business","Phoenix","AZ",3.5,74
"The Toy Box Fine Motor Cars","business","Phoenix","AZ",5.0,3
"Scott's Custom Flooring","business","Phoenix","AZ",3.5,4
"Long Wong's Restaurant","business","Phoenix","AZ",3.0,50
"Subway","business","Phoenix","AZ",3.5,3
"Optical Expressions","business","Phoenix","AZ",5.0,5
"Smart & Final","business","Phoenix","AZ",4.0,5
"Photography by Leanna","business","Phoenix","AZ",3.5,3
"Bacchanal Ristorante","business","Phoenix","AZ",4.0,34
"ABC Baking Cake Decorating Supplies","business","Phoenix","AZ",4.5,57
"Biltmore Club","business","Phoenix","AZ",2.0,6
"Ain't Nobody's Bizness","business","Phoenix","AZ",3.5,3
"Great Clips For Hair","business","Phoenix","AZ",4.0,18
"Pier 1 Imports","business","Phoenix","AZ",3.5,5
"Peak Investments Properties","business","Phoenix","AZ",2.5,3
"Celebrity Tanning","business","Phoenix","AZ",4.0,10
"Staples Copy & Print Centers","business","Phoenix","AZ",3.0,6
"Sub Factory","business","Phoenix","AZ",3.5,9
"Asahi Bakery","business","Phoenix","AZ",4.0,22
"National Bank of Arizona","business","Phoenix","AZ",3.0,3
"Old Navy Clothing","business","Phoenix","AZ",3.0,6
"A & J Chicago Style Bar-B-Q","business","Phoenix","AZ",3.0,10
"Michaels","business","Phoenix","AZ",2.5,28
"CJ's Talley's Pub","business","Phoenix","AZ",4.0,19
"TEXAZ Grill","business","Phoenix","AZ",4.0,256
"PetSmart","business","Phoenix","AZ",4.0,18
"Cold Stone Creamery","business","Phoenix","AZ",2.5,9
"Harvey's Wineburger","business","Phoenix","AZ",3.5,83
"Frost Appliance","business","Phoenix","AZ",2.0,5
"Goodwill of Central Arizona","business","Phoenix","AZ",2.5,14
"Town & Country Shopping Center","business","Phoenix","AZ",3.0,10
"Century Branch Library","business","Phoenix","AZ",3.0,15
"Baja Fresh Mexican Grill","business","Phoenix","AZ",4.0,18
"Phoenix Indian Medical Center","business","Phoenix","AZ",2.0,4
"Moto Sushi","business","Phoenix","AZ",3.5,211
"Starbucks Coffee","business","Phoenix","AZ",4.0,28
"Cost Plus World Market","business","Phoenix","AZ",4.5,35
"Walgreens","business","Phoenix","AZ",2.5,3
"Tiffany's Nail Salon","business","Phoenix","AZ",3.0,6
"Poochie's Pet Grooming","business","Phoenix","AZ",3.5,4
"Ulta Salon Cosmetics & Fragrance","business","Phoenix","AZ",3.0,30
"Luke's of Chicago's","business","Phoenix","AZ",3.5,103
"5 & Diner","business","Phoenix","AZ",3.5,117
"Colonnade Gardens Apartments","business","Phoenix","AZ",1.0,7
"Holy Trinity Greek Orthodox Cathedral","business","Phoenix","AZ",5.0,4
"Fins & Friends","business","Phoenix","AZ",4.5,15
"Payless Shoe Source","business","Phoenix","AZ",5.0,3
"Pinnacle Towne Center","business","Phoenix","AZ",2.5,3
"McDonald's","business","Phoenix","AZ",3.5,14
"Marshalls","business","Phoenix","AZ",3.5,17
"Greekfest Restaurant","business","Phoenix","AZ",3.5,49
"Dv Nail Salon","business","Phoenix","AZ",3.0,34
"Fiesta Pediatric Therapy","business","Phoenix","AZ",3.0,3
"Michael J Radcliffe DDS","business","Phoenix","AZ",5.0,4
"Subway","business","Phoenix","AZ",3.0,9
"Einstein Bros Bagels","business","Phoenix","AZ",3.5,21
"Lone Star Steakhouse","business","Phoenix","AZ",3.5,50
"Arriba Mexican Grill","business","Phoenix","AZ",3.5,133
"Phoenix Fishing Supply","business","Phoenix","AZ",4.5,5
"Phoenix City Grille","business","Phoenix","AZ",4.0,197
"Best Buy","business","Phoenix","AZ",2.5,55
"Gerard W Schneider DDS","business","Phoenix","AZ",5.0,3
"Circuit City","business","Phoenix","AZ",2.5,4
"Drumbeat Indian Arts","business","Phoenix","AZ",5.0,5
"Martin's Auto Repair","business","Phoenix","AZ",4.5,22
"Copenhagen Imports","business","Phoenix","AZ",4.5,16
"Napa Auto Parts","business","Phoenix","AZ",3.5,3
"Sleep America","business","Phoenix","AZ",2.5,8
"Auto-Europa","business","Phoenix","AZ",2.5,5
"Starbucks Coffee Company","business","Phoenix","AZ",4.0,28
"Camelback Barber Shop","business","Phoenix","AZ",4.5,32
